100 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
138 1500 91 91 uf20-91R/uf20-0110.cnf gsat
24 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
45 1500 91 91 uf20-91R/uf20-0110.cnf gsat
160 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
5 1500 91 91 uf20-91R/uf20-0110.cnf gsat
39 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
99 1500 91 91 uf20-91R/uf20-0110.cnf gsat
390 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
33 1500 91 91 uf20-91R/uf20-0110.cnf gsat
419 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
25 1500 91 91 uf20-91R/uf20-0110.cnf gsat
105 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
20 1500 91 91 uf20-91R/uf20-0110.cnf gsat
200 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
117 1500 91 91 uf20-91R/uf20-0110.cnf gsat
124 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
24 1500 91 91 uf20-91R/uf20-0110.cnf gsat
125 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
112 1500 91 91 uf20-91R/uf20-0110.cnf gsat
30 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
123 1500 91 91 uf20-91R/uf20-0110.cnf gsat
105 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
15 1500 91 91 uf20-91R/uf20-0110.cnf gsat
43 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
224 1500 91 91 uf20-91R/uf20-0110.cnf gsat
40 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
41 1500 91 91 uf20-91R/uf20-0110.cnf gsat
49 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
30 1500 91 91 uf20-91R/uf20-0110.cnf gsat
85 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
10 1500 91 91 uf20-91R/uf20-0110.cnf gsat
155 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
49 1500 91 91 uf20-91R/uf20-0110.cnf gsat
64 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
15 1500 91 91 uf20-91R/uf20-0110.cnf gsat
55 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
30 1500 91 91 uf20-91R/uf20-0110.cnf gsat
135 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
14 1500 91 91 uf20-91R/uf20-0110.cnf gsat
710 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
48 1500 91 91 uf20-91R/uf20-0110.cnf gsat
140 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
95 1500 91 91 uf20-91R/uf20-0110.cnf gsat
15 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
29 1500 91 91 uf20-91R/uf20-0110.cnf gsat
574 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
183 1500 91 91 uf20-91R/uf20-0110.cnf gsat
125 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
109 1500 91 91 uf20-91R/uf20-0110.cnf gsat
504 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
64 1500 91 91 uf20-91R/uf20-0110.cnf gsat
151 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
40 1500 91 91 uf20-91R/uf20-0110.cnf gsat
319 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
90 1500 91 91 uf20-91R/uf20-0110.cnf gsat
704 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
90 1500 91 91 uf20-91R/uf20-0110.cnf gsat
35 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
220 1500 91 91 uf20-91R/uf20-0110.cnf gsat
50 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
14 1500 91 91 uf20-91R/uf20-0110.cnf gsat
1420 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
14 1500 91 91 uf20-91R/uf20-0110.cnf gsat
615 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
23 1500 91 91 uf20-91R/uf20-0110.cnf gsat
460 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
5 1500 91 91 uf20-91R/uf20-0110.cnf gsat
50 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
55 1500 91 91 uf20-91R/uf20-0110.cnf gsat
975 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
5 1500 91 91 uf20-91R/uf20-0110.cnf gsat
295 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
154 1500 91 91 uf20-91R/uf20-0110.cnf gsat
40 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
15 1500 91 91 uf20-91R/uf20-0110.cnf gsat
30 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
120 1500 91 91 uf20-91R/uf20-0110.cnf gsat
20 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
49 1500 91 91 uf20-91R/uf20-0110.cnf gsat
404 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
68 1500 91 91 uf20-91R/uf20-0110.cnf gsat
19 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
15 1500 91 91 uf20-91R/uf20-0110.cnf gsat
65 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
74 1500 91 91 uf20-91R/uf20-0110.cnf gsat
405 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
12 1500 91 91 uf20-91R/uf20-0110.cnf gsat
85 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
10 1500 91 91 uf20-91R/uf20-0110.cnf gsat
195 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
19 1500 91 91 uf20-91R/uf20-0110.cnf gsat
35 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
34 1500 91 91 uf20-91R/uf20-0110.cnf gsat
150 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
12 1500 91 91 uf20-91R/uf20-0110.cnf gsat
14 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
60 1500 91 91 uf20-91R/uf20-0110.cnf gsat
65 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
100 1500 91 91 uf20-91R/uf20-0110.cnf gsat
175 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
25 1500 91 91 uf20-91R/uf20-0110.cnf gsat
49 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
174 1500 91 91 uf20-91R/uf20-0110.cnf gsat
239 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
118 1500 91 91 uf20-91R/uf20-0110.cnf gsat
25 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
30 1500 91 91 uf20-91R/uf20-0110.cnf gsat
124 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
13 1500 91 91 uf20-91R/uf20-0110.cnf gsat
25 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
44 1500 91 91 uf20-91R/uf20-0110.cnf gsat
719 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
115 1500 91 91 uf20-91R/uf20-0110.cnf gsat
88 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
10 1500 91 91 uf20-91R/uf20-0110.cnf gsat
100 1500 91 91 uf20-91R/uf20-0110.cnf prob_sat
